instance	k	algorithm	evaluations	value	time	steps
G48.5-2	3	EBF	4360	322.0	0.8468365669250488	32
G48.5-2	3	EBF	4053	319.0	0.8727142810821533	37
G48.5-2	3	EBF	3011	322.0	0.8670017719268799	32
G48.5-2	3	EBF	3060	319.0	0.7379701137542725	24
G48.5-2	3	EBF	4320	318.0	1.076997995376587	30
G48.5-2	3	EBF	6499	322.0	1.65704345703125	31
G48.5-2	3	EBF	3630	317.0	1.1900010108947754	35
G48.5-2	3	EBF	4038	323.0	1.4009966850280762	33
G48.5-2	3	EBF	3492	320.0	1.0460000038146973	32
G48.5-2	3	EG	13842	315.0	2.9116756916046143	16
G48.5-2	3	EG	12304	316.0	2.7332754135131836	14
G48.5-2	3	EG	9228	325.0	1.7899961471557617	10
G48.5-2	3	EG	12304	321.0	3.002394437789917	14
G48.5-2	3	EG	9997	319.0	2.218430757522583	11
G48.5-2	3	EG	8459	328.0	2.393153429031372	9
G48.5-2	3	EG	11535	324.0	2.9165890216827393	13
G48.5-2	3	EG	11535	319.0	3.448031425476074	13
G48.5-2	3	EG	11535	320.0	2.791041374206543	13
G48.5-2	3	EG	13073	318.0	3.5739810466766357	15
G48.5-2	3	ES	5227	315.0	1.328108787536621	39
G48.5-2	3	ES	28809	378.0	7.003698348999023	6
G48.5-2	3	ES	10334	322.0	2.683573007583618	35
G48.5-2	3	ES	5004	316.0	1.2039508819580078	35
G48.5-2	3	ES	4631	319.0	1.0315518379211426	30
G48.5-2	3	ES	14021	318.0	3.501361608505249	36
G48.5-2	3	ES	4882	318.0	0.9833498001098633	28
G48.5-2	3	ES	11719	318.0	2.370997190475464	39
G48.5-2	3	ES	4086	327.0	0.8050026893615723	30
G48.5-2	3	ES	5321	318.0	1.3819952011108398	40
G48.5-2	3	EPNES	3000	319.0	0.6160216331481934	28
G48.5-2	3	EPNES	3425	320.0	0.6949992179870605	39
G48.5-2	3	EPNES	6955	314.0	1.3259968757629395	36
G48.5-2	3	EPNES	3229	320.0	0.6459853649139404	33
G48.5-2	3	EPNES	3029	322.0	0.6180214881896973	37
G48.5-2	3	EPNES	3880	323.0	1.0219972133636475	51
G48.5-2	3	EPNES	5056	317.0	1.190992832183838	30
G48.5-2	3	EPNES	2274	319.0	0.48599934577941895	36
G48.5-2	3	EPNES	6580	316.0	1.2599985599517822	47
G48.5-2	3	EPNES	3842	319.0	0.77001953125	37
G48.5-2	4	BF	8193	362.0	1.5699992179870605	45
G48.5-2	4	BF	7399	364.0	1.6880035400390625	42
G48.5-2	4	BF	6212	368.0	1.1459739208221436	40
G48.5-2	4	BF	4372	370.0	0.8559989929199219	40
G48.5-2	4	BF	8614	363.0	1.5820248126983643	43
G48.5-2	4	BF	6449	362.0	1.5559964179992676	43
G48.5-2	4	BF	7586	366.0	1.5519938468933105	34
G48.5-2	4	BF	4759	363.0	0.8809976577758789	40
G48.5-2	4	BF	5227	369.0	0.9770193099975586	38
G48.5-2	4	BF	5211	369.0	1.0739779472351074	27
G48.5-2	4	G	13840	369.0	2.98199200630188	14
G48.5-2	4	G	17300	361.0	3.482027053833008	18
G48.5-2	4	G	14705	368.0	2.735971450805664	15
G48.5-2	4	G	12110	367.0	2.655000925064087	12
G48.5-2	4	G	12975	365.0	2.499994993209839	13
G48.5-2	4	G	16435	366.0	3.4800028800964355	17
G48.5-2	4	G	13840	367.0	2.5500261783599854	14
G48.5-2	4	G	13840	372.0	2.880971670150757	14
G48.5-2	4	G	16435	371.0	3.108001470565796	17
G48.5-2	4	G	19030	360.0	3.910001277923584	20
G48.5-2	4	EBF	5503	364.0	1.031019687652588	41
G48.5-2	4	EBF	3961	371.0	0.7799701690673828	36
G48.5-2	4	EBF	6083	365.0	1.188995599746704	33
G48.5-2	4	EBF	5699	360.0	1.4260027408599854	40
G48.5-2	4	EBF	3960	372.0	0.7739956378936768	41
G48.5-2	4	EBF	5703	368.0	1.069993019104004	31
G48.5-2	4	EBF	4238	372.0	0.834996223449707	25
G48.5-2	4	EBF	5877	370.0	1.2339975833892822	30
G48.5-2	4	EBF	6202	365.0	1.500993251800537	37
G48.5-2	4	EBF	7155	365.0	1.3399977684020996	44
G48.5-2	4	EG	17300	367.0	3.51700758934021	18
G48.5-2	4	EG	16435	365.0	3.1719939708709717	17
G48.5-2	4	EG	16435	366.0	3.448002815246582	17
G48.5-2	4	EG	16435	362.0	3.0780208110809326	17
G48.5-2	4	EG	7785	372.0	1.7969756126403809	7
G48.5-2	4	EG	12110	368.0	2.362994909286499	12
G48.5-2	4	EG	11245	366.0	2.1349966526031494	11
G48.5-2	4	EG	12110	367.0	2.5780017375946045	12
G48.5-2	4	EG	18165	360.0	3.4449987411499023	19
G48.5-2	4	EG	16435	363.0	3.372987747192383	17
G48.5-2	4	ES	10040	365.0	2.014024019241333	39
G48.5-2	4	ES	5841	368.0	1.4439990520477295	37
G48.5-2	4	ES	19077	367.0	3.6489953994750977	37
G48.5-2	4	ES	12312	364.0	2.6639931201934814	34
G48.5-2	4	ES	11027	370.0	2.0819950103759766	32
G48.5-2	4	ES	4360	370.0	0.8339970111846924	32
G48.5-2	4	ES	6651	360.0	1.5709948539733887	37
G48.5-2	4	ES	7110	363.0	1.319019079208374	43
G48.5-2	4	ES	3737	371.0	0.7140018939971924	36
G48.5-2	4	ES	4923	368.0	0.9399945735931396	36
G48.5-2	4	EPNES	6904	368.0	1.3539729118347168	31
G48.5-2	4	EPNES	6208	360.0	1.547999382019043	41
G48.5-2	4	EPNES	4833	366.0	0.963996171951294	38
G48.5-2	4	EPNES	6577	362.0	1.2719979286193848	40
G48.5-2	4	EPNES	4009	375.0	0.8759965896606445	29
G48.5-2	4	EPNES	4674	367.0	1.3860013484954834	34
G48.5-2	4	EPNES	4805	365.0	2.123990535736084	38
G48.5-2	4	EPNES	5430	369.0	1.2929961681365967	36
G48.5-2	4	EPNES	7040	364.0	1.3469898700714111	34
G48.5-2	4	EPNES	7318	366.0	1.4020001888275146	44
G48.5-3	2	BF	2295	236.0	0.7019996643066406	32
G48.5-3	2	BF	3358	237.0	0.6200234889984131	21
G48.5-3	2	BF	2266	238.0	0.4279966354370117	19
G48.5-3	2	BF	3601	231.0	0.6399710178375244	28
G48.5-3	2	BF	3322	233.0	0.5909993648529053	37
G48.5-3	2	BF	2002	238.0	0.36499881744384766	20
G48.5-3	2	BF	4186	240.0	0.7510018348693848	32
G48.5-3	2	BF	1592	248.0	0.28099560737609863	15
G48.5-3	2	BF	3468	238.0	0.6140272617340088	33
G48.5-3	2	BF	3088	237.0	0.5869746208190918	26
G48.5-3	2	G	6924	236.0	1.9840054512023926	10
G48.5-3	2	G	6924	240.0	1.2949907779693604	10
G48.5-3	2	G	5770	237.0	1.0090184211730957	8
G48.5-3	2	G	5193	240.0	0.9479939937591553	7
G48.5-3	2	G	6924	235.0	1.2540209293365479	10
G48.5-3	2	G	6924	237.0	1.8739776611328125	10
G48.5-3	2	G	6924	238.0	1.1959936618804932	10
G48.5-3	2	G	6347	231.0	1.1789696216583252	9
G48.5-3	2	G	6347	236.0	1.212998867034912	9
G48.5-3	2	G	6347	236.0	1.4729971885681152	9
G48.5-3	2	EBF	2796	240.0	0.5149960517883301	21
G48.5-3	2	EBF	2509	238.0	0.4539968967437744	19
G48.5-3	2	EBF	1509	242.0	0.2639944553375244	22
G48.5-3	2	EBF	2299	243.0	0.42799806594848633	26
G48.5-3	2	EBF	2243	238.0	0.3869962692260742	22
G48.5-3	2	EBF	4241	240.0	0.7570028305053711	17
G48.5-3	2	EBF	2761	237.0	0.5709929466247559	23
G48.5-3	2	EBF	3300	233.0	0.592017412185669	23
G48.5-3	2	EBF	1920	239.0	0.3679988384246826	18
G48.5-3	2	EBF	3280	236.0	0.8899970054626465	23
G48.5-3	2	EG	5770	240.0	1.0579967498779297	8
G48.5-3	2	EG	5770	239.0	1.0359923839569092	8
G48.5-3	2	EG	8655	231.0	1.5510005950927734	13
G48.5-3	2	EG	8078	236.0	1.712998390197754	12
G48.5-3	2	EG	5193	244.0	0.985997200012207	7
G48.5-3	2	EG	6347	237.0	1.1210236549377441	9
G48.5-3	2	EG	6347	236.0	1.1110210418701172	9
G48.5-3	2	EG	6924	235.0	1.2290217876434326	10
G48.5-3	2	EG	7501	236.0	1.6579716205596924	11
G48.5-3	2	EG	5770	238.0	1.1350250244140625	8
G48.5-3	2	ES	7568	245.0	1.3629708290100098	20
G48.5-3	2	ES	2231	237.0	0.4069969654083252	24
G48.5-3	2	ES	8401	235.0	1.5620043277740479	35
G48.5-3	2	ES	3487	235.0	0.8840241432189941	25
G48.5-3	2	ES	7055	237.0	1.3179988861083984	29
G48.5-3	2	ES	17604	237.0	3.2909767627716064	27
G48.5-3	2	ES	28809	290.0	5.674995183944702	6
G48.5-3	2	ES	13700	236.0	2.8140203952789307	28
G48.5-3	2	ES	2944	238.0	0.5159735679626465	17
G48.5-3	2	ES	24008	288.0	4.776022672653198	5
G48.5-3	2	EPNES	2816	237.0	0.5010025501251221	26
G48.5-3	2	EPNES	2465	240.0	0.4809706211090088	25
G48.5-3	2	EPNES	4494	236.0	0.8239960670471191	30
G48.5-3	2	EPNES	3669	235.0	0.6599953174591064	20
G48.5-3	2	EPNES	2850	237.0	0.5429966449737549	22
G48.5-3	2	EPNES	3966	237.0	0.7269985675811768	29
G48.5-3	2	EPNES	2500	236.0	0.4609951972961426	17
G48.5-3	2	EPNES	1702	241.0	0.33600282669067383	19
G48.5-3	2	EPNES	2574	236.0	0.46498990058898926	17
G48.5-3	2	EPNES	1848	241.0	0.34502339363098145	19
G48.5-3	3	BF	4159	327.0	0.7839949131011963	33
G48.5-3	3	BF	3731	327.0	0.675025224685669	36
G48.5-3	3	BF	3293	327.0	0.6059997081756592	35
G48.5-3	3	BF	3928	324.0	0.7709715366363525	25
G48.5-3	3	BF	4719	326.0	0.9219968318939209	31
G48.5-3	3	BF	4935	325.0	0.9229986667633057	25
G48.5-3	3	BF	4128	329.0	0.7759990692138672	26
G48.5-3	3	BF	4615	323.0	0.8479981422424316	27
G48.5-3	3	BF	2318	325.0	0.42699122428894043	27
G48.5-3	3	BF	2674	336.0	0.5049970149993896	28
G48.5-3	3	G	14611	322.0	3.0229976177215576	17
G48.5-3	3	G	8459	322.0	1.6130023002624512	9
G48.5-3	3	G	13073	324.0	2.7089977264404297	15
G48.5-3	3	G	9997	331.0	1.8919970989227295	11
G48.5-3	3	G	9228	330.0	1.6950266361236572	10
G48.5-3	3	G	12304	323.0	2.6349711418151855	14
G48.5-3	3	G	9997	335.0	2.468844175338745	11
G48.5-3	3	G	10766	325.0	4.008815288543701	12
G48.5-3	3	G	10766	329.0	3.3238894939422607	12
G48.5-3	3	G	8459	331.0	2.6327078342437744	9
G48.5-3	3	EBF	4813	332.0	1.406627893447876	34
G48.5-3	3	EBF	3251	334.0	0.8492813110351562	34
