instance	k	algorithm	evaluations	value	time	steps
G62.04	2	BF	2417	19.0	0.10399293899536133	18
G62.04	2	BF	2837	19.0	0.14402246475219727	18
G62.04	2	BF	3196	20.0	0.19197583198547363	18
G62.04	2	BF	2795	20.0	0.19200611114501953	19
G62.04	2	BF	2630	21.0	0.15999436378479004	20
G62.04	2	BF	5390	15.0	0.2720053195953369	22
G62.04	2	BF	4804	16.0	0.22399353981018066	22
G62.04	2	BF	3169	18.0	0.14402318000793457	22
G62.04	2	BF	3784	16.0	0.15997958183288574	16
G62.04	2	BF	5060	14.0	0.877110481262207	26
G62.04	2	G	10582	15.0	1.0338037014007568	9
G62.04	2	G	10582	19.0	0.8019347190856934	9
G62.04	2	G	11544	18.0	0.6278514862060547	10
G62.04	2	G	11544	15.0	0.6858158111572266	10
G62.04	2	G	9620	22.0	0.4726085662841797	8
G62.04	2	G	9620	15.0	0.4560072422027588	8
G62.04	2	G	9620	14.0	0.652510404586792	8
G62.04	2	G	10582	19.0	0.6645979881286621	9
G62.04	2	G	8658	18.0	0.5280008316040039	7
G62.04	2	G	13468	13.0	1.2167754173278809	12
G62.04	2	EBF	2611	18.0	0.1860828399658203	15
G62.04	2	EBF	2569	20.0	0.2639913558959961	17
G62.04	2	EBF	2574	17.0	0.16800236701965332	18
G62.04	2	EBF	5602	17.0	0.39200925827026367	21
G62.04	2	EBF	2974	12.0	0.1839900016784668	22
G62.04	2	EBF	4158	14.0	0.25600171089172363	23
G62.04	2	EBF	4152	18.0	0.27199435234069824	17
G62.04	2	EBF	3732	19.0	0.23200011253356934	18
G62.04	2	EBF	2599	14.0	0.14399456977844238	24
G62.04	2	EBF	2640	21.0	0.12000131607055664	20
G62.04	2	EG	12506	15.0	0.7040061950683594	11
G62.04	2	EG	11544	12.0	0.5039939880371094	10
G62.04	2	EG	9620	16.0	0.3760232925415039	8
G62.04	2	EG	9620	18.0	0.4079737663269043	8
G62.04	2	EG	6734	23.0	0.28002429008483887	5
G62.04	2	EG	11544	18.0	0.6319806575775146	10
G62.04	2	EG	8658	17.0	0.527998685836792	7
G62.04	2	EG	15392	14.0	0.9279930591583252	14
G62.04	2	EG	12506	14.0	0.568004846572876	11
G62.04	2	EG	9620	12.0	0.4489912986755371	8
G62.04	2	ES	2728	22.0	0.11200881004333496	15
G62.04	2	ES	2914	21.0	0.1280200481414795	16
G62.04	2	ES	2481	18.0	0.12087035179138184	18
G62.04	2	ES	9434	16.0	0.48000073432922363	18
G62.04	2	ES	3256	20.0	0.1920011043548584	18
G62.04	2	ES	20754	18.0	1.0305867195129395	19
G62.04	2	ES	2674	17.0	0.09600257873535156	18
G62.04	2	ES	3556	20.0	0.1520230770111084	17
G62.04	2	ES	15706	17.0	0.9759838581085205	20
G62.04	2	ES	9201	14.0	0.5440182685852051	23
G62.04	2	EPNES	4248	13.0	0.19997763633728027	25
G62.04	2	EPNES	3966	16.0	0.199998140335083	25
G62.04	2	EPNES	2772	19.0	0.17599773406982422	23
G62.04	2	EPNES	3691	17.0	0.18399620056152344	21
G62.04	2	EPNES	2379	18.0	0.13600516319274902	18
G62.04	2	EPNES	3819	18.0	0.26400160789489746	17
G62.04	2	EPNES	3399	20.0	0.2079930305480957	23
G62.04	2	EPNES	3460	17.0	0.2160019874572754	19
G62.04	2	EPNES	4336	14.0	0.30400538444519043	22
G62.04	2	EPNES	5455	15.0	0.2959914207458496	18
G62.04	3	BF	7067	25.0	0.304004430770874	32
G62.04	3	BF	7020	24.0	0.3044779300689697	24
G62.04	3	BF	6693	21.0	0.2559995651245117	27
G62.04	3	BF	4312	25.0	0.1920008659362793	23
G62.04	3	BF	5190	23.0	0.2160177230834961	26
G62.04	3	BF	7404	21.0	0.304002046585083	27
G62.04	3	BF	6280	23.0	0.24799752235412598	38
G62.04	3	BF	6216	27.0	0.2319788932800293	30
G62.04	3	BF	8113	21.0	0.34400200843811035	24
G62.04	3	BF	4716	22.0	0.29600071907043457	26
G62.04	3	G	18536	23.0	1.1839954853057861	12
G62.04	3	G	18536	27.0	0.8560218811035156	12
G62.04	3	G	22508	21.0	0.9523212909698486	15
G62.04	3	G	17212	27.0	0.823997974395752	11
G62.04	3	G	22508	22.0	1.0729506015777588	15
G62.04	3	G	18536	27.0	1.111971378326416	12
G62.04	3	G	19860	23.0	0.9760105609893799	13
G62.04	3	G	21184	22.0	1.2398841381072998	14
G62.04	3	G	22508	21.0	1.0559968948364258	15
G62.04	3	G	15888	26.0	0.912001371383667	10
G62.04	3	EBF	6810	26.0	0.34400010108947754	30
G62.04	3	EBF	5308	26.0	0.21599698066711426	31
G62.04	3	EBF	4953	26.0	0.20802569389343262	25
G62.04	3	EBF	7174	18.0	0.6079750061035156	34
G62.04	3	EBF	5443	22.0	0.2880234718322754	31
G62.04	3	EBF	3905	27.0	0.19997859001159668	24
G62.04	3	EBF	3800	27.0	0.16800189018249512	22
G62.04	3	EBF	5577	22.0	0.23201727867126465	34
G62.04	3	EBF	6025	26.0	0.263974666595459	23
G62.04	3	EBF	4948	25.0	0.24886775016784668	27
G62.04	3	EG	21184	24.0	1.2079765796661377	14
G62.04	3	EG	22508	24.0	1.0160160064697266	15
G62.04	3	EG	17212	26.0	0.7279744148254395	11
G62.04	3	EG	17212	26.0	0.7360012531280518	11
G62.04	3	EG	22508	23.0	1.264535903930664	15
G62.04	3	EG	21184	24.0	0.9360225200653076	14
G62.04	3	EG	19860	23.0	0.8476197719573975	13
G62.04	3	EG	17212	26.0	1.0159785747528076	11
G62.04	3	EG	18536	25.0	1.145185947418213	12
