instances,BF,G,EBF,EG,ES,EPNS
G124.02,23.5,22.5,25.0,25.5,25.0,24.5
G124.16,476.5,479.5,477.0,473.0,474.5,466.0
G250.01,62.5,64.0,61.0,59.0,63.5,60.0
G250.02,145.5,149.0,148.5,148.5,146.5,145.5
G250.04,400.5,405.5,390.0,410.0,400.0,397.5
G250.08,865.5,891.0,870.0,891.5,870.0,881.0
